ID;FILE
76;Se o problema é apenas com a interface da ferramenta para o usuário final, uma consulta a documentação e uma provável prova de conceito podem sanar qualquer dúvida a respeito. Mas há um porém: normalmente um objeto de visualizam no front end vai usar um label para uma fato, já nomes de colunas serão exibidos como estão no banco de dados. Pode ser necessário que a ferramenta suporte ainda a tradução de elementos como nomes de dimensões e atributos.
77;Às vezes os requisitos de cultura vão exigir programação ou implementação de fórmulas em medidas. Por exemplo, conversão de valores através de consultas em tempo real a conversão de moedas.
78;Se seu projeto vai usar um produto de uma tecnologia que está no mercado a décadas, você poderá ter algumas preocupações quanto a requisitos técnicos e funcionais, como suporte de volume de dados, failover, backup entre outros. Porém se está nos planos do projeto usar alguma tecnologia mais atual, digamos, com cinco anos ou menos de existência, é preciso tomar mais alguns cuidados. Vamos falar durante a obra da importância de pilotos e protótipos, mas aqui fica um relato de como uma nova tecnologia foi descartada através da implementação de um protótipo. Embora o produto fosse muito bem-conceituado e aparecesse como a nova sensação do mercado para projetos de B&A, na prática apresentou vários problemas sérios: primeiro o produto criava uma centena de processos zumbis, pelo qual parecia que ele perdia o gerenciamento, chegando ao ponto de acabar com a memória do servidor. Não foi encontrada nenhum documento descrevendo como resolver o problema ou mesmo oferecendo um workaround. Na comunidade de usuários também não foi possível encontrar uma única pista. O problema acabou sendo resolvido mas proporcionou um grande atrasado e gerou a desconfiança de todos envolvidos no projeto, que acabou sendo implementado em outra tecnologia. Por isso, quando se tratar de produtos ou tecnologias novas, alguns cuidados podem evitar sérios problemas no projeto.
79;Incialmente avalie o TCO, Total Cost of Ownership, ou custo total de aquisição. Vamos pensar no Hadoop. Você pode avaliar implementar um projeto usando os binários gratuitos da fundação apache, ou optar por uma distribuição de terceiros, como Cloudera, Hortonworks, MapR ou até Microsoft. Os custos destas licenças de terceiros podem ser significativos a partir de um certo número de nós, embora para projetos pequenos existam versões gratuitas. Outros oferecem a gratuidade apenas por um tempo. Porém, para um projeto não devemos apenas avaliar o custo de licenças, mas todos os custos diretos e indiretos envolvidos, que incluem treinamento, infraestrutura, hardware, testes, crescimento, resolução de incidentes e falhas, backups, recuperação entre muitos outros. Deixo claro que não estou advogando para o fato de que se tenha que usar uma versão não Apache original do Hadoop, estou dizendo apenas que todos os custos devem ser considerados.
80;Outro ponto importante é avaliar a documentação e a base de conhecimento produzida sobre o produto. Existem produtos muito bem documentados, outros com documentação extremamente pobre, onde mal há linhas escritas sobre configurações básicas.
81;Também as questões de treinamento. Normalmente será preciso treinar vários grupos de usuários, com vários aspectos diferentes da tecnologia. Existe treinamento disponível? O treinamento é de qualidade e atende os requisitos do produto? Já gerenciei projetos onde o caminho mais fácil foi a própria empresa desenvolver os treinamentos.
82;Também talvez obvio, mas que não podemos deixar de mencionar, é o suporte. Que tipo de suporte será prestado? Quais os canais de suporte? Qual a SLA?
83;Se você vai incorporar um produto open source e pretende alterar seu código, é bom verificar quais os padrões de codificação foram usados, se é que foi usado algum. O código é identado, organizado, legível, documentado? Foram aplicadas as melhores práticas, não apenas de escrita de código mais de arquitetura? Deve-se também avaliar se a empresa quer arcar com o ônus de manter o código fonte de um sistema, às vezes, de proporções gigantescas.
84;Por fim, será feito alguma transferência de tecnologia? De que forma? Quais são as garantias? Quem ficará responsável pelo o que neste processo? No capítulo 9 falaremos mais sobre os processos de aquisições.
85;Shadow Systems, ou sistemas sombra, são aqueles softwares ou planilhas que são usados na empresa de forma não oficial, normalmente em paralelo com sistemas de operações maiores, como ERPs, CRMs e outros. Os motivos da adoção destes tipos de sistemas são muitos, mas o mais comum, é que o sistema oficial não atende determinada funcionalidade na forma que o usuário gostaria, o que é natural, uma vez que sistemas são genéricos, não adaptados para o processo de negócio especifico da empresa onde foram implantados. Sistemas sombra são o pesadelo de muitos CIOs, e, são encontrados em algum canto mesmo em corporações mais rígidas em sua governança de TI. Já silos de dados são bases de dados isoladas e não integradas com o restante da organização. Um silo de dado pode existir as vezes até na forma de um data mart, bem estruturado e com alta entrega de valor. Sistemas sombra são normalmente origens de silos de informação.
86;Entendido o que são, como estes sistemas afetam projetos de B&A? Infelizmente, é muito comum que os requisitos funcionais de projetos envolvam em algum pronto um ou mais sistema sombra, e isso pode se tornar um problema. Este tipo de sistema é quase como algo pirata dentro da organização, as vezes instalados em estações de trabalho. Já vi casos de sistemas de CRM inteiros em notebooks de vendedores que, obviamente, de vez em quando, desconectavam seus equipamentos da rede e saiam em campo. Levando todo o sistema junto (e não era um sistema preparado para sincronizar os dados na volta!). Não há garantia nenhuma para o processo de extração de dados, que a informação estará lá quando necessária. Pior, e bastante comum, são quando estes sistemas são nada mais do que planilhas, cheias de fórmulas, desestruturadas e sobrecarregadas de dados. Nada garante que quando necessário a planilha não vai estar aberta, ou que seja movida de lugar, ou ainda que sua estrutura seja deliberadamente alterada. Em todas estas situações seu processo de carga de dados, obviamente vai falhar.
87;Não podemos simplesmente determinar que sistemas sombra não façam parte do projeto. Mas podemos minimizar os riscos: buscar alternativas para a informação é a primeiro passo. Podemos ainda determinar requisitos mínimos para este tipo de sistema seja incluído no projeto. Se nenhuma dessas hipóteses funcionar, devemos definir políticas mínimas para a manutenção do sistema e minimizar o impacto no projeto. Bloquear estruturas de planilhas e não criar diretivas para que o arquivo não seja movido ou excluído, são algumas. Também, é possível incluir no orçamento do projeto o desenvolvimento de sistemas centralizados para suprir o problema de planilhas.
88;Não é incomum que fatos de negócio estejam em mais de um sistema. Por exemplo, o valor total de horas extras da folha de pagamento do mês pode estar diferente no sistema de folha e na contabilidade. Na reunião com o CEO, o gerente financeiro acha que a meta de redução de horas extras não foi atingida, pois o seu KPI capturou dados do sistema financeiro. Já o gerente de RH, com um relatório com dados oriundos do sistema de folha, garante que meta foi atingida. O cliente pode ter um endereço no sistema financeiro e outro no CRM, que acabou de vender um novo produto e atualizou o endereço. A cobrança da nova compra vai então para o endereço errado. Desde que as funcionalidades do projeto comecem a ser definidas, é importante o gerente do projeto estabelecer e documentar quais serão as origens dos fatos e medidas que farão parte do projeto. Felizmente, empresas que adotam processos de governança de dados, como MDM (Master Data Management), tem este risco minimizado. É claro que, mesmo com um MDM implementado, muita informação não vai ter um representação como registro mestre.
89;Colocar riscos como um dos primeiros capítulos não é por acaso. Projetos de B&A são especialmente sujeitos a riscos. Projetos de TI são por natureza projetos de alto risco. Especificamente, projetos de desenvolvimento de softwares estão entre os mais difíceis em todas as indústrias. Eu me arriscaria a dizer que projetos de B&A são os mais complexos e difíceis em Tecnologia da Informação. Já falamos em falhas de projetos de desenvolvimento de software, mas projetos de tecnologia falham em torno de 25%, enquanto, o índice de falhas de projetos de B&A é o já mencionado índice de 55% Na verdade, projetos de desenvolvimento de software e de B&A tem muito em comum: envolvem o desenvolvimento de algo abstrato e não tangível. Grandes projetos de B&A, como por exemplo, a construção de um data warehouse, têm ainda o fator tempo como inimigo. Diferente da construção de um prédio, em que o cliente consegue ver as paredes sendo construídas, o que o cliente vai ver entregue e que lhe agregue valor ao longo da construção de um data warehouse? Scritpts de extração? Tabelas fato modeladas? Fórmulas de medidas? Portanto, um gerente de projetos de B&A deve ter especial atenção a gestão de riscos durante todas as etapas do projeto.
90;Neste capítulo vamos analisar riscos com ênfase em projetos de B&A. Em seção posterior deste capítulo, vamos comentar sobre os principais riscos que podem estar associados a projetos deste tipo.
91;Qualquer evento está sujeito a algum tipo de incerteza: atravessar a rua, embora pareça uma ação simples, tem suas incertezas, você pode torcer o pé, ser atropelado, cair num buraco, desmaiar etc. O maior risco neste caso sem dúvida é ser atropelado. Por isso, antes de atravessarmos a rua, tomamos algumas medidas visando minimizar o risco de atropelamento: paramos, olhamos para os lados e quando acharmos que estamos seguros, atravessamos a rua. Quando vamos dirigir o carro, colocamos o cinto de segurança. Um voo possui uma série de medidas buscando minimizar riscos: treinamento da tripulação, divulgação de instruções de segurança antes da decolagem entre outros. Alguns passageiros podem tomar medidas pessoais de minimização de riscos antes de uma viagem: fazer orações ou deixar recomendações com parentes caso algo de ruim aconteça. Se na nossa vida tomamos medidas para minimizar riscos, porque não deveríamos toma-las também em projeto, onde há grandes expectativas criadas, dinheiro investido e pessoas empenhadas em criar um produto ou serviço? Assim como as medidas de segurança não impedem que aviões caiam, gerenciamento de riscos não vai garantir que o projeto não fracasse, mas com certeza vão aumentar as chances de sucesso e no mínimo, minimizar o impacto de eventos negativos. O gerenciamento de riscos é uma séria de processos que tem como objetivos principais identificar riscos, analisa-los e responder a eles, eliminando ou minimizando seu impacto no projeto. O gerenciamento de riscos deve ocorrer através de um plano, que deve conter, entre outras coisas, e equipe responsável pela gestão de riscos, a metodologia que será empregada, o orçamento destinado à gestão de riscos, os processos necessários com sua frequência de execução. Existe um consenso entre especialistas que mesmo com uma boa gerencia de riscos, ainda cerca de 10% deles não serão identificados, para os quais o projeto deve ter alocado recursos de contingência.
92;A gestão de riscos como um processo contínuo, deve ocorrer durante todo o projeto. Não adianta identificar riscos apenas no início: novos riscos podem surgir. As fontes de novos riscos podem ser muitas: crises econômicas, mudanças tecnológicas, mudanças em parceiros ou fornecedores. No decorrer do projeto, riscos já identificados podem passar a ter a probabilidade de ocorrência zero, ou seja, deixarem de existir. Da mesma forma, riscos já existentes podem mudar sua probabilidade ou seu impacto, o que, consequentemente, deverá alterar a estratégia que existe para aquele risco. A identificação de riscos ao longo do projeto deve ser um trabalho da equipe do projeto, podendo envolver até mesmo clientes e terceiros. Muitas técnicas podem ser aplicadas, como entrevistas, análise de documentação de projetos anteriores, estudo da WBS, dinâmicas de grupo como Brainstorming e Delphi. O risco identificado não deve ser simplesmente considerado para acompanhamento, é preciso analisa-lo quanto a viabilidade da sua exatidão.
93;Riscos possuem fatores de risco, que são eventos que influenciam de alguma forma o risco. Por exemplo, uma crise econômica pode influenciar positivamente o risco de falta de mão de obra qualificada. O resultado do risco é o que acontece se o risco se efetiva, sem antes ter sido tomada qualquer medida visando minimiza-lo. Atrasar o projeto por falta de mão de obra qualificada é o resultado de um risco. A isso cabe uma reação ao risco: treinar um recurso em determinada tecnologia para minimizar o impacto da falta da mão de obra.
94;Já falamos que o risco é cercado de incerteza, pois pode ou não ocorrer. A efetivação do risco resulta na ocorrência de um problema. Por exemplo, existe o risco de falta de mão de obra qualificada. O projeto iniciou e o risco se materializou: não se conseguiu contratar mão de obra. O risco tornou-se então um problema.
95;Os riscos são divididos em cinco grupos: externos, internos, organizacionais, de negócios e puros. Externos, como devemos imaginar, são externos a organização e ao projeto. Um exemplo de risco externo é por exemplo, uma mudança em alguma legislação que afete o projeto. Interno são os inerentes a organização. Um exemplo clássico e que será abordado ainda neste capítulo, são os riscos relacionados a recursos humanos. Um tipo de risco organizacional são os riscos técnicos, muito presentes em projetos de B&A. Um exemplo seria uma incompatibilidade do extrator com uma fonte de dados. Riscos de negócios são aqueles inerentes a qualquer projeto, como por exemplo uma crise econômica. Por fim, os riscos puros, também chamados de seguráveis, são riscos como incêndios, terremotos, ferimentos etc.
96;Todo o risco possui duas dimensões: probabilidade e impacto. Um risco só é risco se a probabilidade de ocorrer é maior que zero e menor que cem por cento. Se a probabilidade é zero, deixa de ser um risco pois não vai ocorrer nuca. Se a probabilidade é de cem por centro, deixa de ser um risco e passa a ser um problema. Da mesma forma, o impacto em caso de ocorrência deve ser significativo, pois mesmo que a probabilidade seja de 99 por cento e o impacto de ocorrência seja insignificante, deixa de ser um risco relevante.
97;A análise qualitativa de riscos é uma análise subjetiva e mais simples se comparada a análise quantitativa, que será estudada na próxima seção. Analisar um risco quantitativamente é identificar os riscos, avaliar sua probabilidade e seu impacto e criar um ranking para acompanhamento. Riscos no topo da lista devem ser acompanhados com mais cuidado. Já os riscos na parte inferior são os que oferecem menos perigo ao projeto, e não requerem tanta atenção. Em uma análise qualitativa, a classificação quanto a probabilidade e impacto pode usar escalas ordinais, como baixo, moderado, alto etc.
98;A análise quantitativa de riscos avalia numericamente a probabilidade e o impacto de riscos. Uma avaliação quantitativa em geral é melhor que uma qualitativa por ser menos subjetiva e consequentemente mais próxima dos fatos e consequências reais do risco. O valor monetário esperado, ou VME, é uma forma de analisar riscos quantitativamente. O VME é simplesmente o produto da probabilidade versus o impacto financeiro do risco, podendo ser positivo ou negativo. Por exemplo, se a probabilidade de não encontrar mão de obra não qualificada é de 15% e impacto no projeto seria de R$ 100 mil, então o VME deste risco é de R$ 15 mil. Falamos em seção anterior que o ideal é que projetos tenham previstos custos para contingências de riscos. Mas como chegar a um valor? Uma forma é somar o VME de todos os riscos do projeto.
99;Existem diversas estratégias que devem ser aplicadas na ocorrência de um risco. A melhor estratégica depende, obviamente, do tipo de risco e deve estar já desenhada no plano de gestão de riscos. Vamos ver as principais estratégias a seguir:
100;Prevenir: a prevenção consiste na tomada de uma ação para que o risco seja eliminado. Por exemplo, se uma fonte de dados oferece risco ao projeto devido a não haverem extratores conhecidos, pode-se retirar os dados desta fonte do escopo do projeto, desta forma o risco é eliminado.  
101;Mitigar: a mitigação consiste em reduzir o impacto e/ou probabilidade do risco no caso eventual de sua ocorrência, o que não vai elimina-lo. A execução de um piloto, que falaremos em seção posterior, é uma técnica de mitigação.
102;Transferir: a transferência consiste em passar o risco para terceiros. Aqui também o risco não é eliminado, já que o terceiro pode falhar em criar o produto ou o serviço para o qual foi terceirizado.
103;Aceitar: neste caso não se faz nada, se o risco ocorrer, simplesmente se aceitam as suas consequências.
104;Depois da aplicação de uma estratégica para lidar com um risco, podem ocorrer duas coisas: permanecer ainda algum risco ou surgirem novos. A continuidade do risco é chamada de risco residual. Isto ocorre porque, nem sempre conseguimos eliminar o risco totalmente. Por exemplo, podemos mitigar o risco de não ter recursos qualificados treinamento a equipe. Mas o treinamento pode não ser eficiente e o risco persiste. Os riscos que surgem em consequência de aplicarmos uma estratégia de gestão de riscos são conhecidos como riscos secundários.  Imagina e seguinte situação: seu projeto tem o risco de atrasar por falta de mão de obra qualificada, sua empresa faz um grande investimento e treina toda a sua equipe. Neste momento, com a equipe qualificada, existe o risco de eles abandonarem o projeto para ir trabalhar na empresa concorrente, que faz uma oferta melhor.
105;Quando recebemos um projeto devemos planeja-lo e sair fazendo? Não, projetos de B&A podem ser inviáveis, do ponto de vista técnico ou de negócio. Podemos fazer uma análise de viabilidade, examinando os pontos de riscos, mitigando-os ou mesmo os eliminando. Às vezes, é preciso uma abordagem “hands on” para tratar destes riscos, como vamos ver na seção a seguir.
106;Na próxima seção vamos estudar os principais riscos que afetam projetos de B&A, porém, antes, vamos estudar algumas técnicas bastante eficientes na mitigação de riscos nestes tipos de projetos.
107;A gestão de riscos são processos que ocorrem durante todo o projeto, por uma razão óbvia: os riscos estarão sempre presentes, mesmo que sua probabilidade e impacto variem ao longo do projeto. Porém algumas técnicas podem ser executadas no início do projeto. Na maioria dos casos, é importante que estas etapas sejam elaboradas mesmo antes de entregarmos aos envolvidos no projeto uma dimensão de seu tempo e custo. Isso porque, como veremos, estas etapas são usadas na mitigação de riscos que podem inclusive, dependendo do seu resultado, afetar diretamente o projeto como um todo.
108;Escrito por Carlos Alberto Júlio, o livro A arte da estratégia: pense grande, comece pequeno e cresça rápido, tem no título a aplicação perfeitamente para a estratégia que deve ser adotada em projetos de B&A. Começar pequeno é uma excelente estratégica de sucesso. E uma excelente estratégia de começar pequeno, é com provas de conceito, protótipos e pilotos.
109;Prova de conceito é o desenvolvimento de um pequeno projeto, com uma pequena fração do que está destinado do projeto, e por isso é desenvolvido em um curto espaço de tempo, com poucos recursos e com escopo bem restrito, cujo objetivo é validar um ou mais conceitos e consequentemente minimizar riscos.
110;Um protótipo, diferente da prova de conceito, vai tentar simular todo o produto, ou pelo menos grande parte dele. Pode ser feito com o sistema não oficial, que ainda poderá ser desenvolvido. Um protótipo pode ser feito com vários níveis de intensidade, e nem sempre significa implementar código. Por exemplo, para um projeto cuja entrega final sejam painéis de visualização de dados, um protótipo pode ser estes painéis desenhados em uma ferramenta como Balsamiq ou Visio, para que os usuários possam analisar se aquilo é de fato o que eles esperam receber ao final do projeto. Em outros casos, pode ser necessário desenvolver de fato os extratores e produzir os painéis, de forma não estruturada e usando uma base de dados de desenvolvimento. Depois de aprovados, os protótipos em muitos casos podem ser até descartados, para se dar início ao desenvolvimento do produto oficial.
111;Já um Piloto, todo o sistema oficial a ser implantado é utilizado e testado. Além de ser um processo de minimização de riscos, certas organizações exigem que sistemas sejam amplamente testados e validados em um ambiente paralelo, em que não exista ligação lógica ou física com sua infraestrutura oficial, para validar o produto em termos de segurança, desempenho e conformidade com as políticas da organização.
112;Nem sempre será necessário a implementação de provas de conceito, protótipos e pilotos, esta decisão é do gerente de projetos com sua equipe. É importante lembrar que tais processos requerem orçamento e tempo. Estes processos podem nos dar as informações vitais para decidir se o projeto deve continuar ou não, isso porque pode-se concluir que o projeto vai custar mais caro do que o orçamento disponível para o mesmo (por exemplo, pode-se chegar à conclusão que para o projeto prosseguir será preciso adquirir uma ferramenta de extração com preço em seis dígitos) ou mesmo que o projeto simplesmente é inviável (por exemplo, certos dados de origem vitais para o projeto estão criptografados).
113;Agora que já sabemos o que são riscos e como eles devem ser gerenciados ao longo de um projeto de B&A, vamos estudar os principais riscos que afetam projetos de B&A.
114;As medidas são um elemento problemático em muitos projetos. Medidas mais comuns vão simplesmente somar a ocorrência de um fato em determinado período, de acordo com o nível de granulidade. Porém, muitas vezes a equação resultante da medida é bastante complexo. Outro agravante da medida, é que muitas vezes não há um valor de comparação no sistema transacional de origem. Temos aqui um paradoxo: quando há um valor de comparação no sistema de origem, não se conhece a fórmula e não se consegue chegar no mesmo valor. Quando não há, não temos parâmetro para checar se o cálculo está correto. Outro grande problema com medidas é que, como falamos na seção anterior, sua fórmula de cálculo não é conhecida por pessoas da empresa. Ocorre também de não haver um consenso entre colaboradores de um mesmo departamento sobre como calcular o valor. Chega a ocorrer o absurdo de, na mudança de um gestor de um departamento, este concluir que as medidas estão erradas e solicitar que todo o processo de construção dos artefatos seja refeito para chegar nos cálculos de seu entendimento. Sobre isso, falaremos ainda no capítulo de escopo, da missão do gerente de projetos avaliar se o que está sendo modelado e construído deve atender necessidades imediatas de um gestor, ou deve ser algo voltado para o departamento, algo impessoal que sobreviverá a uma eventual mudança nos cargos de direção da empresa.
115;Projetos de analise preditiva dependem da criação de um modelo. Para quem não é familiarizado com este tipo de projeto, vai aqui uma breve explanação. Analises preditivas usam dados do passado para prever o futuro. Para fazer a previsão, estes dados históricos são submetidos a um algoritmo que os processa e produz um modelo. O modelo nada mais é do que uma referência para prever dados futuros: uma vez construído o modelo, o sistema preditivo não precisa mais dos dados históricos nem do algoritmo, tudo o que ele vai precisar é das informações a serem previstas, que são submetidas ao modelo que tem como saída a previsão. Vamos imaginas um exemplo prático. Seu projeto é criar um modelo de previsão de fraudes em solicitação de crédito em uma instituição financeira. Seu sistema terá que carregar dados históricos de transações passadas onde houveram ou não fraude, estes dados são submetidos ao modelo que aprende o padrão da ocorrência ou não de fraude. Então novas solicitações de crédito são executadas, antes da efetivação, o sistema submete os dados da solicitação, como por exemplo, idade, sexo, renda, quantidade de filhos, se tem casa própria ou não etc. para o modelo, que informa se aquela transação é uma provável fraude ou não, baseado no que que aprendeu com os dados históricos.
116;Porém, existe um detalhe: um modelo nunca é perfeito: ele terá uma taxa provável de acertos, ou seja, ele não vai acertar sempre. No exemplo acima, existem solicitações de credito verificadas que o modelo vai classificar como fraudes e transações fraudulentas que ele irá classificar com boas. Essa taxa pode ser medida durante a construção do modelo, de forma que, já com o modelo em produção, se tem uma ideia precisa do quanto o projeto vai acertar.
117;As criações de modelos apresentam alguns problemas relacionados a riscos. O primeiro é que, os envolvidos no projeto podem esperar taxas de acerto irrealistas. Por exemplo, 75% de acerto é uma taxa comum e considerada de sucesso em muitos projetos de B&A, mas, para os envolvidos pode ser considerada inexequível e inadmissível devido as perdas que serão ocasionadas. É preciso já no início do projeto deixar claro com os envolvidos quais são as expectativas de sucesso do projeto com relação a sua precisão em acertar as previsões. Outro problema, é que simplesmente pode não ser possível criar um modelo com uma taxa de acerto mínima. São dois motivos principais que a inviabilizam: primeiro, e mais comum, é que não existem atributos suficientes nos sistemas de origem para produzir o modelo, ou, se os atributos existem, eles não estão preenchidos. Voltando ao exemplo da aprovação de crédito: vimos que precisamos de dados históricos para criar o modelo. E se estes dados não existem (não foram coletados ou nem sequer eram previstos no sistema transacional)? É preciso um conjunto mínimo de atributos para que o modelo possa funcionar. O segundo impeditivo mais provável para a não criação de um modelo de sucesso é quanto à qualidade dos dados. Isso pode colocar em risco qualquer tipo de projeto de B&A, não só os preditivos, por isso este assunto é tratado na próxima seção.
118;O maior problema com relação a modelos ineficientes é que a equipe do projeto pode vir a descobrir isto tarde demais: quando já se passaram meses de projetos, já se gastou boa parte do orçamento e as expectativas dos envolvidos estão ainda maiores. Para minimizar estes riscos, um piloto ou uma análise de viabilidade técnica prévia podem, em pouco tempo e sem gastar muito dinheiro, nos mostrar que o projeto é inviável. Um piloto poderia consistir em extrair “manualmente” dados dos atributos transacionais e submete-los a um algoritmo para avaliar a precisão. Algoritmos de seleção de atributos também poderiam ser utilizados para identificar quais atributos seriam os mais relevantes. Uma abordagem mais arriscada, porém, mais rápida e de menor custo seria uma análise de viabilidade técnica, onde, sem extração de dados, se analisaria a existência de atributos relevantes e sua frequência de preenchimento.
119;A qualidade dos dados é um problema crônico e global. Costumo sempre citar English [2009], que relata que as perdas pela falta de qualidade de dados em apenas 122 organizações, superou perdas em mais de US$ 1 trilhão. Sistemas de origem em geral, no melhor caso, são pensados em manter as operações: o dado é coletado, processado, produz uma saída e sua vida útil neste sistema praticamente acabou. No pior caso, são usados mecanismos de entrada arcaicos que sequer dispõe de recursos para minimizar problemas de qualidade. O resultado disso são décadas de dados que por muitas vezes são inúteis ou economicamente inviáveis de serem aproveitados em qualquer tipo de processo analítico. Existem sim muitas e excelente ferramentas de qualidade de dados que minimizam este problema. Mas não há milagre, alguns casos apenas uma intervenção manual registro a registro agregariam valor aos dados, o que pode tornar o projeto inviável economicamente e temporalmente.
120;O gerente de projeto deve garantir que os dados de origem sejam analisados quanto a sua qualidade, para que eventuais problemas possam ser considerados nos custos e cronogramas do projeto.  A qualidade dos dados é mais um fator que pode, em muitos casos, inviabilizar o projeto.
121;Outro problema talvez mais grave que cronogramas não realistas são expectativas de tempo não realistas. Uma parte interessada, nova no assunto, pode imaginar que em algumas semanas terá todo o tipo de informação financeira a sua disposição. Grandes projetos de B&A podem levar muitos meses, ou até mesmo anos. Construir um data mart pode facilmente envolver projetos em horas na casa de cinco dígitos. Um projeto com uma solução de MapReduce, só na configuração dos nós, pode levar muitas semanas. Quando o projeto depende ainda de fornecedores, tema de seção posterior, os prazos podem ser ainda mais dilatados. É importante que o gerente de projetos, desde o início, gerencie as expectativas com relação a tempo. A preposição de entregas parciais e constantes, quando possível, como pregam as metodologias ágeis, podem ser uma forma de minimizar falsas expectativas e desconfiança de partes interessadas.
122;No capítulo de custos vamos falar sobre ROI de projetos de analises de dados, onde veremos que em geral, ele é muito bom. Na introdução desta obra falamos brevemente que, investimentos em projetos de B&A, são uma questão de sobrevivência para as organizações. Mesmo assim, o tema orçamento é muito delicado, e o motivo é simples: em geral, estes tipos de projetos não são baratos! Projetos de B&A são de alto valor agregado e envolvem mão de obra, que além de além de escassa, é altamente especializada e qualificada, e isso tem um custo. Assim como qualquer outro projeto, não há projeto de B&A sem analistas de dados, administradores de bancos de dados, designers, cientistas de dados, programadores, analistas de negócios entre outros. Depois vem a tecnologia envolvida, hardware e software. Certo, o projeto pode ser na nuvem? Sim, mas nuvem não significa de graça, certos tipos de negócio, como instituições financeiras, esta é uma possibilidade totalmente descartada. Projetos podem envolver um grande ecossistema de softwares que pode custar pequenas fortunas. Construir um cluster MapReduce ou mesmo um data warehouse appliance, mesmo com o chamado “Commodity hardware”[2], pode requerer um grande investimento. 
123;O gerente de projetos deve, logo que possível, eliminar falsas ilusões no sentido do que pode ser entregue com o orçamento existente ou qual o orçamento necessário para aonde se quer chegar. A melhor forma de se fazer isso é demonstrando os custos aproximados envolvidos no projeto, como mão de obra, terceirização, software e hardware, mesmo que no início do projeto isto só seja possível em altíssimo nível.
124;O desejo de alguns me sempre é a vontade de todos. Falta de comprometimento infelizmente é uma causa comum na dificuldade e no fracasso de projetos de B&A. O dano mais comum ocorre em estruturas matriciais, onde, o recurso humano está subordinado a um gerente departamental e é alocado paralelamente para atender o projeto. Como já mencionamos, na vida corporativa, todos estão sempre muito ocupados. Para piorar, as vezes o recurso necessário é o especialista no assunto, que praticamente possui conhecimento exclusivo no tema dentro da organização. É aquele que nunca tira férias. Claro que o recurso vai priorizar o departamento funcional, que é onde está sua estabilidade e continuidade, ao invés de um projeto passageiro do qual ele se vê como mero coadjuvante e que muitas vezes sequer vai se beneficiar diretamente. Não há aqui uma falta de tempo, mas sim uma priorização de atividades de acordo com sua avaliação de relevância. É o que todos nós fazemos na nossa vida profissional e privada: usamos nosso tempo dando prioridade ao que entendemos ser mais importante.
125;No caso do parágrafo anterior, que é o caso mais comum, não há dolo. Mas existem casos em que há, ou seja, em que indivíduos que deveriam colaborar com o projeto, propositalmente, tenta de alguma forma o sabotar. Porque? Os motivos são diversos. As vezes um projeto do qual tinha mais interesse foi abandonado pelo projeto em andamento, medo de que o projeto diminua sua visibilidade na organização (aquela pessoa que faz as consultas no banco de dados para produzir relatórios para todos os diretores) entre muitos outros. Mas o caso mais preocupante, ocorre quando, em projetos de B&A relacionados a auditoria ou fraudes, um possível fraudador se sente ameaçado.
126; Como o gerente de projetos deve agir? No primeiro caso, em que há o conflito de tempo, o gerente deve logo no início do projeto negociar com o gerente funcional a disponibilidade do recurso x horas por semana ou mês. Devem ser estabelecidos os mecanismos que vão garantir a disponibilidade do recurso sempre que combinado, e qual será a ação caso em algum momento ele não esteja disponível. Porém, aqui tem um fator crítico: muitas vezes o gerente funcional não está a par do projeto, não é envolvido ou interessado, ou até mesmo pode se sentir de alguma forma ameaçado pelo projeto. Entra aqui então o termo de abertura: se o gerente do projeto seguiu devidamente os processos básicos de gerencia de projetos, ele tem um termo de abertura, assinado pelo patrocinador do projeto, que dá a ele autonomia para alocar os recursos necessários quando necessários. O gerente funcional neste ponto já recebeu o termo de abertura e já está ciente da alocação do recurso e de sua priorização em relação a outras atividades. Outra atividade importante é evangelização de partes interessadas, que será discutida no capítulo 8.
127;No segundo caso, em que há uma suspeita em que o projeto possa levar a revelar um caso de fraude ou erro e o recurso tenta prejudicar o projeto, o gerente de projeto deve, com o apoio do patrocinador do projeto, tomar as medidas para imediatamente afasta-lo das atividades relacionados ao projeto.
128;Aqui também temos um tipo de risco que afeta muitas industrias, e especialmente projetos de tecnologia da informação. Mas projetos de B&A são mais suscetíveis a este tipo de risco, os motivos são muitos: projetos de B&A requerem mão de obra altamente especializada, que não é encontrada em abundância no mercado. Também, as tecnologias e os projetos de B&A são mais recentes do que por exemplo, projetos de desenvolvimento de software, e para piorar, a tendência é que a demanda seja crescente. Por outro lado, noto que existe um crescente interesse em programadores de sistemas e de banco de dados em se qualificarem para se tornarem analisas de dados ou cientistas de dados.
129;Então, nesta perspectiva, uma estratégia interessante para mitigar riscos relacionados a recursos humanos é capacitar desenvolvedores de sistema e administradores de banco de dados. Claro que a curva de aprendizado varia muito em qual competência na ciência de dados se quer qualificar o colaborador. Mas por exemplo, considero que a curva de aprendizado de um programador de banco de dados para um analista de BI é muito pequena. Já para um programador de sistemas para a mesma função de analista de BI é média. Um programador de banco de dados pode ser treinando em 40 horas, um programador de sistemas, em 80 horas. Claro que existem muitas variáveis, estes números servem apenas como um parâmetro.
